run_id,model_name,config,workload,duration,throughput,mj_per_token,gpu_avg_power,source_file
8,Qwen3.5-27B,TP2 × PP2,bs128_out500,157.19,2018.79,519.1,1047.96,qwen3.5_27b_tp2_pp2_bs128_out500_20260701_192630.json
9,Qwen3.5-27B,TP2 × PP2,bs128_out500,156.55,2018.69,516.89,1043.45,qwen3.5_27b_tp2_pp2_bs128_out500_20260702_000314.json
10,Qwen3.5-27B,TP2 × PP2,bs128_out500,156.84,2016.23,519.16,1046.75,qwen3.5_27b_tp2_pp2_bs128_out500_20260702_043757.json
1,Qwen3.5-27B,TP4,bs128_out500,202.03,1573.09,647.26,1018.19,qwen3.5_27b_tp4_bs128_out500_20260630_113836.json
2,Qwen3.5-27B,TP4,bs128_out500,202.47,1577.99,646.2,1019.69,qwen3.5_27b_tp4_bs128_out500_20260630_161407.json
3,Qwen3.5-27B,TP4,bs128_out500,193.31,1645.52,630.21,1037.03,qwen3.5_27b_tp4_bs128_out500_20260630_204837.json
4,Qwen3.5-27B,TP4,bs128_out500,197.85,1590.51,641.81,1020.8,qwen3.5_27b_tp4_bs128_out500_20260701_012339.json
5,Qwen3.5-27B,TP4,bs128_out500,197.1,1599.47,640.98,1025.22,qwen3.5_27b_tp4_bs128_out500_20260701_055801.json
6,Qwen3.5-27B,TP4,bs128_out500,198.44,1581.86,646.03,1021.94,qwen3.5_27b_tp4_bs128_out500_20260701_103146.json
7,Qwen3.5-27B,TP4,bs128_out500,192.12,1638.72,630.68,1033.5,qwen3.5_27b_tp4_bs128_out500_20260701_150638.json
8,Qwen3.5-27B,TP4,bs128_out500,204.21,1562.11,648.75,1013.41,qwen3.5_27b_tp4_bs128_out500_20260701_194145.json
9,Qwen3.5-27B,TP4,bs128_out500,193.49,1618.63,637.68,1032.17,qwen3.5_27b_tp4_bs128_out500_20260702_001814.json
10,Qwen3.5-27B,TP4,bs128_out500,193.93,1621.38,635.48,1030.35,qwen3.5_27b_tp4_bs128_out500_20260702_045258.json
1,Qwen3.5-27B,DP2,bs256_out2000,1060.52,712.79,899.49,641.15,qwen3.5_27b_dp2_bs256_out2000_20260630_082230.json
2,Qwen3.5-27B,DP2,bs256_out2000,1062.62,711.38,899.5,639.89,qwen3.5_27b_dp2_bs256_out2000_20260630_125755.json
3,Qwen3.5-27B,DP2,bs256_out2000,1062.55,711.43,901.14,641.1,qwen3.5_27b_dp2_bs256_out2000_20260630_173227.json
4,Qwen3.5-27B,DP2,bs256_out2000,1060.11,713.07,897.94,640.3,qwen3.5_27b_dp2_bs256_out2000_20260630_220742.json
5,Qwen3.5-27B,DP2,bs256_out2000,1060.73,712.65,899.24,640.85,qwen3.5_27b_dp2_bs256_out2000_20260701_024222.json
6,Qwen3.5-27B,DP2,bs256_out2000,1060.18,713.02,897.57,639.99,qwen3.5_27b_dp2_bs256_out2000_20260701_071652.json
7,Qwen3.5-27B,DP2,bs256_out2000,1057.95,714.53,898.14,641.75,qwen3.5_27b_dp2_bs256_out2000_20260701_115028.json
8,Qwen3.5-27B,DP2,bs256_out2000,1059.51,713.47,897.6,640.42,qwen3.5_27b_dp2_bs256_out2000_20260701_162503.json
9,Qwen3.5-27B,DP2,bs256_out2000,1060.56,712.77,899.58,641.19,qwen3.5_27b_dp2_bs256_out2000_20260701_210015.json
10,Qwen3.5-27B,DP2,bs256_out2000,1059.79,713.28,900.5,642.31,qwen3.5_27b_dp2_bs256_out2000_20260702_013701.json
1,Qwen3.5-27B,DP4,bs256_out2000,561.91,1382.74,924.08,1277.76,qwen3.5_27b_dp4_bs256_out2000_20260630_084615.json
2,Qwen3.5-27B,DP4,bs256_out2000,564.33,1376.8,927.4,1276.85,qwen3.5_27b_dp4_bs256_out2000_20260630_132131.json
3,Qwen3.5-27B,DP4,bs256_out2000,562.83,1380.47,925.07,1277.03,qwen3.5_27b_dp4_bs256_out2000_20260630_175601.json
4,Qwen3.5-27B,DP4,bs256_out2000,563.71,1378.32,925.29,1275.35,qwen3.5_27b_dp4_bs256_out2000_20260630_223118.json
5,Qwen3.5-27B,DP4,bs256_out2000,560.83,1385.39,922.87,1278.53,qwen3.5_27b_dp4_bs256_out2000_20260701_030556.json
6,Qwen3.5-27B,DP4,bs256_out2000,562.16,1382.12,922.77,1275.37,qwen3.5_27b_dp4_bs256_out2000_20260701_074029.json
7,Qwen3.5-27B,DP4,bs256_out2000,561.37,1384.06,923.39,1278.04,qwen3.5_27b_dp4_bs256_out2000_20260701_121402.json
8,Qwen3.5-27B,DP4,bs256_out2000,561.37,1384.07,923.65,1278.4,qwen3.5_27b_dp4_bs256_out2000_20260701_164836.json
9,Qwen3.5-27B,DP4,bs256_out2000,563.72,1378.29,924.7,1274.51,qwen3.5_27b_dp4_bs256_out2000_20260701_212353.json
10,Qwen3.5-27B,DP4,bs256_out2000,562.66,1380.89,924.62,1276.8,qwen3.5_27b_dp4_bs256_out2000_20260702_020035.json
1,Qwen3.5-27B,PP2,bs256_out2000,581.07,1245.75,437.16,544.59,qwen3.5_27b_pp2_bs256_out2000_20260630_090810.json
2,Qwen3.5-27B,PP2,bs256_out2000,584.44,1248.53,436.88,545.46,qwen3.5_27b_pp2_bs256_out2000_20260630_134347.json
3,Qwen3.5-27B,PP2,bs256_out2000,589.02,1268.29,434.27,550.78,qwen3.5_27b_pp2_bs256_out2000_20260630_181759.json
4,Qwen3.5-27B,PP2,bs256_out2000,588.15,1243.33,439.41,546.34,qwen3.5_27b_pp2_bs256_out2000_20260630_225322.json
5,Qwen3.5-27B,PP2,bs256_out2000,583.3,1243.54,442.3,550.01,qwen3.5_27b_pp2_bs256_out2000_20260701_032749.json
6,Qwen3.5-27B,PP2,bs256_out2000,577.28,1235.5,441.1,544.97,qwen3.5_27b_pp2_bs256_out2000_20260701_080218.json
7,Qwen3.5-27B,PP2,bs256_out2000,590.49,1267.63,435.57,552.15,qwen3.5_27b_pp2_bs256_out2000_20260701_123600.json
8,Qwen3.5-27B,PP2,bs256_out2000,584.45,1250.02,437.14,546.43,qwen3.5_27b_pp2_bs256_out2000_20260701_171031.json
9,Qwen3.5-27B,PP2,bs256_out2000,586.52,1255.45,435.57,546.84,qwen3.5_27b_pp2_bs256_out2000_20260701_214550.json
10,Qwen3.5-27B,PP2,bs256_out2000,580.37,1239.88,436.22,540.85,qwen3.5_27b_pp2_bs256_out2000_20260702_022228.json
1,Qwen3.5-27B,PP2 × DP2,bs256_out2000,298.18,2510.62,435.91,1094.4,qwen3.5_27b_pp2_dp2_bs256_out2000_20260630_092310.json
2,Qwen3.5-27B,PP2 × DP2,bs256_out2000,295.04,2508.36,438.88,1100.87,qwen3.5_27b_pp2_dp2_bs256_out2000_20260630_135845.json
3,Qwen3.5-27B,PP2 × DP2,bs256_out2000,298.32,2449.7,445.03,1090.19,qwen3.5_27b_pp2_dp2_bs256_out2000_20260630_183301.json
4,Qwen3.5-27B,PP2 × DP2,bs256_out2000,297.0,2500.68,439.57,1099.23,qwen3.5_27b_pp2_dp2_bs256_out2000_20260630_230823.json
5,Qwen3.5-27B,PP2 × DP2,bs256_out2000,299.96,2484.38,437.08,1085.87,qwen3.5_27b_pp2_dp2_bs256_out2000_20260701_034254.json
6,Qwen3.5-27B,PP2 × DP2,bs256_out2000,293.67,2485.95,439.21,1091.84,qwen3.5_27b_pp2_dp2_bs256_out2000_20260701_081716.json
7,Qwen3.5-27B,PP2 × DP2,bs256_out2000,292.47,2478.11,442.0,1095.31,qwen3.5_27b_pp2_dp2_bs256_out2000_20260701_125057.json
8,Qwen3.5-27B,PP2 × DP2,bs256_out2000,298.61,2546.98,430.46,1096.37,qwen3.5_27b_pp2_dp2_bs256_out2000_20260701_172533.json
9,Qwen3.5-27B,PP2 × DP2,bs256_out2000,297.91,2491.08,441.11,1098.85,qwen3.5_27b_pp2_dp2_bs256_out2000_20260701_220051.json
10,Qwen3.5-27B,PP2 × DP2,bs256_out2000,293.26,2486.71,439.77,1093.57,qwen3.5_27b_pp2_dp2_bs256_out2000_20260702_023724.json
1,Qwen3.5-27B,PP4,bs256_out2000,591.71,1257.96,666.41,838.31,qwen3.5_27b_pp4_bs256_out2000_20260630_094340.json
2,Qwen3.5-27B,PP4,bs256_out2000,594.45,1245.88,671.71,836.86,qwen3.5_27b_pp4_bs256_out2000_20260630_141912.json
3,Qwen3.5-27B,PP4,bs256_out2000,586.22,1230.22,676.19,831.87,qwen3.5_27b_pp4_bs256_out2000_20260630_185323.json
4,Qwen3.5-27B,PP4,bs256_out2000,591.71,1260.86,663.16,836.16,qwen3.5_27b_pp4_bs256_out2000_20260630_232848.json
5,Qwen3.5-27B,PP4,bs256_out2000,595.65,1260.77,662.72,835.54,qwen3.5_27b_pp4_bs256_out2000_20260701_040327.json
6,Qwen3.5-27B,PP4,bs256_out2000,586.02,1244.93,667.98,831.58,qwen3.5_27b_pp4_bs256_out2000_20260701_083736.json
7,Qwen3.5-27B,PP4,bs256_out2000,588.57,1237.88,669.99,829.36,qwen3.5_27b_pp4_bs256_out2000_20260701_131120.json
8,Qwen3.5-27B,PP4,bs256_out2000,586.59,1242.04,672.57,835.36,qwen3.5_27b_pp4_bs256_out2000_20260701_174555.json
9,Qwen3.5-27B,PP4,bs256_out2000,590.01,1250.42,666.49,833.39,qwen3.5_27b_pp4_bs256_out2000_20260701_222114.json
10,Qwen3.5-27B,PP4,bs256_out2000,579.08,1230.69,681.23,838.38,qwen3.5_27b_pp4_bs256_out2000_20260702_025736.json
1,Qwen3.5-27B,TP2,bs256_out2000,400.94,1839.41,380.58,700.05,qwen3.5_27b_tp2_bs256_out2000_20260630_110356.json
2,Qwen3.5-27B,TP2,bs256_out2000,399.62,1846.59,380.64,702.89,qwen3.5_27b_tp2_bs256_out2000_20260630_154033.json
3,Qwen3.5-27B,TP2,bs256_out2000,399.59,1852.22,379.15,702.26,qwen3.5_27b_tp2_bs256_out2000_20260630_201513.json
4,Qwen3.5-27B,TP2,bs256_out2000,407.04,1780.42,385.87,687.02,qwen3.5_27b_tp2_bs256_out2000_20260701_005011.json
5,Qwen3.5-27B,TP2,bs256_out2000,408.41,1760.18,387.87,682.72,qwen3.5_27b_tp2_bs256_out2000_20260701_052441.json
6,Qwen3.5-27B,TP2,bs256_out2000,407.58,1792.02,382.96,686.28,qwen3.5_27b_tp2_bs256_out2000_20260701_095823.json
7,Qwen3.5-27B,TP2,bs256_out2000,410.11,1740.43,388.99,677.01,qwen3.5_27b_tp2_bs256_out2000_20260701_143312.json
8,Qwen3.5-27B,TP2,bs256_out2000,397.87,1870.54,378.34,707.69,qwen3.5_27b_tp2_bs256_out2000_20260701_190806.json
9,Qwen3.5-27B,TP2,bs256_out2000,400.6,1802.1,383.36,690.86,qwen3.5_27b_tp2_bs256_out2000_20260701_234455.json
10,Qwen3.5-27B,TP2,bs256_out2000,406.65,1783.97,384.78,686.44,qwen3.5_27b_tp2_bs256_out2000_20260702_041933.json
1,Qwen3.5-27B,TP2 × DP2,bs256_out2000,210.2,3636.78,384.73,1399.17,qwen3.5_27b_tp2_dp2_bs256_out2000_20260630_111548.json
2,Qwen3.5-27B,TP2 × DP2,bs256_out2000,208.42,3527.06,389.39,1373.39,qwen3.5_27b_tp2_dp2_bs256_out2000_20260630_155221.json
3,Qwen3.5-27B,TP2 × DP2,bs256_out2000,206.8,3633.92,382.72,1390.78,qwen3.5_27b_tp2_dp2_bs256_out2000_20260630_202701.json
4,Qwen3.5-27B,TP2 × DP2,bs256_out2000,200.5,3784.64,375.73,1422.01,qwen3.5_27b_tp2_dp2_bs256_out2000_20260701_010149.json
5,Qwen3.5-27B,TP2 × DP2,bs256_out2000,203.91,3712.45,379.17,1407.64,qwen3.5_27b_tp2_dp2_bs256_out2000_20260701_053618.json
6,Qwen3.5-27B,TP2 × DP2,bs256_out2000,197.94,3838.93,372.89,1431.48,qwen3.5_27b_tp2_dp2_bs256_out2000_20260701_101001.json
7,Qwen3.5-27B,TP2 × DP2,bs256_out2000,202.22,3730.79,378.74,1413.01,qwen3.5_27b_tp2_dp2_bs256_out2000_20260701_144456.json
8,Qwen3.5-27B,TP2 × DP2,bs256_out2000,204.23,3639.8,382.0,1390.41,qwen3.5_27b_tp2_dp2_bs256_out2000_20260701_191951.json
9,Qwen3.5-27B,TP2 × DP2,bs256_out2000,204.64,3713.56,378.39,1405.16,qwen3.5_27b_tp2_dp2_bs256_out2000_20260701_235636.json
10,Qwen3.5-27B,TP2 × DP2,bs256_out2000,206.16,3776.24,374.0,1412.31,qwen3.5_27b_tp2_dp2_bs256_out2000_20260702_043118.json
1,Qwen3.5-27B,TP2 × PP2,bs256_out2000,345.22,2149.28,501.77,1078.43,qwen3.5_27b_tp2_pp2_bs256_out2000_20260630_112940.json
2,Qwen3.5-27B,TP2 × PP2,bs256_out2000,343.18,2148.56,501.16,1076.77,qwen3.5_27b_tp2_pp2_bs256_out2000_20260630_160604.json
3,Qwen3.5-27B,TP2 × PP2,bs256_out2000,342.68,2134.35,504.01,1075.73,qwen3.5_27b_tp2_pp2_bs256_out2000_20260630_204045.json
4,Qwen3.5-27B,TP2 × PP2,bs256_out2000,349.17,2170.5,496.33,1077.29,qwen3.5_27b_tp2_pp2_bs256_out2000_20260701_011541.json
5,Qwen3.5-27B,TP2 × PP2,bs256_out2000,344.8,2159.49,499.64,1078.96,qwen3.5_27b_tp2_pp2_bs256_out2000_20260701_055005.json
6,Qwen3.5-27B,TP2 × PP2,bs256_out2000,344.31,2150.83,499.54,1074.42,qwen3.5_27b_tp2_pp2_bs256_out2000_20260701_102347.json
7,Qwen3.5-27B,TP2 × PP2,bs256_out2000,346.95,2175.55,494.28,1075.34,qwen3.5_27b_tp2_pp2_bs256_out2000_20260701_145847.json
8,Qwen3.5-27B,TP2 × PP2,bs256_out2000,347.15,2160.14,499.86,1079.76,qwen3.5_27b_tp2_pp2_bs256_out2000_20260701_193340.json
9,Qwen3.5-27B,TP2 × PP2,bs256_out2000,343.7,2137.34,505.69,1080.84,qwen3.5_27b_tp2_pp2_bs256_out2000_20260702_001022.json
10,Qwen3.5-27B,TP2 × PP2,bs256_out2000,345.72,2145.16,500.57,1073.8,qwen3.5_27b_tp2_pp2_bs256_out2000_20260702_044505.json
1,Qwen3.5-27B,TP4,bs256_out2000,394.68,1888.44,578.8,1093.02,qwen3.5_27b_tp4_bs256_out2000_20260630_114636.json
2,Qwen3.5-27B,TP4,bs256_out2000,397.31,1853.61,582.1,1078.99,qwen3.5_27b_tp4_bs256_out2000_20260630_162211.json
3,Qwen3.5-27B,TP4,bs256_out2000,398.07,1878.51,580.73,1090.9,qwen3.5_27b_tp4_bs256_out2000_20260630_205647.json
4,Qwen3.5-27B,TP4,bs256_out2000,390.46,1907.15,577.29,1100.98,qwen3.5_27b_tp4_bs256_out2000_20260701_013135.json
5,Qwen3.5-27B,TP4,bs256_out2000,404.77,1833.68,590.85,1083.43,qwen3.5_27b_tp4_bs256_out2000_20260701_060612.json
6,Qwen3.5-27B,TP4,bs256_out2000,390.26,1933.66,572.26,1106.56,qwen3.5_27b_tp4_bs256_out2000_20260701_103943.json
7,Qwen3.5-27B,TP4,bs256_out2000,403.24,1845.22,586.18,1081.63,qwen3.5_27b_tp4_bs256_out2000_20260701_151447.json
8,Qwen3.5-27B,TP4,bs256_out2000,403.13,1819.51,591.44,1076.14,qwen3.5_27b_tp4_bs256_out2000_20260701_194952.json
9,Qwen3.5-27B,TP4,bs256_out2000,384.69,1928.6,572.61,1104.34,qwen3.5_27b_tp4_bs256_out2000_20260702_002605.json
10,Qwen3.5-27B,TP4,bs256_out2000,403.37,1804.65,594.3,1072.5,qwen3.5_27b_tp4_bs256_out2000_20260702_050106.json
1,Qwen3.5-27B,DP2,bs256_out500,380.07,830.44,780.79,648.4,qwen3.5_27b_dp2_bs256_out500_20260630_083015.json
2,Qwen3.5-27B,DP2,bs256_out500,380.55,829.39,780.45,647.3,qwen3.5_27b_dp2_bs256_out500_20260630_130543.json
3,Qwen3.5-27B,DP2,bs256_out500,378.48,833.93,776.49,647.54,qwen3.5_27b_dp2_bs256_out500_20260630_174012.json
4,Qwen3.5-27B,DP2,bs256_out500,379.06,832.66,777.43,647.33,qwen3.5_27b_dp2_bs256_out500_20260630_221528.json
5,Qwen3.5-27B,DP2,bs256_out500,378.79,833.25,777.36,647.73,qwen3.5_27b_dp2_bs256_out500_20260701_025008.json
6,Qwen3.5-27B,DP2,bs256_out500,380.09,830.4,778.66,646.61,qwen3.5_27b_dp2_bs256_out500_20260701_072439.json
7,Qwen3.5-27B,DP2,bs256_out500,379.59,831.49,777.0,646.06,qwen3.5_27b_dp2_bs256_out500_20260701_115815.json
8,Qwen3.5-27B,DP2,bs256_out500,379.53,831.63,777.91,646.93,qwen3.5_27b_dp2_bs256_out500_20260701_163250.json
9,Qwen3.5-27B,DP2,bs256_out500,380.23,830.08,780.07,647.52,qwen3.5_27b_dp2_bs256_out500_20260701_210802.json
10,Qwen3.5-27B,DP2,bs256_out500,379.8,831.04,779.26,647.59,qwen3.5_27b_dp2_bs256_out500_20260702_014447.json
1,Qwen3.5-27B,DP4,bs256_out500,197.37,1607.11,801.79,1288.56,qwen3.5_27b_dp4_bs256_out500_20260630_085107.json
2,Qwen3.5-27B,DP4,bs256_out500,201.53,1573.91,810.78,1276.1,qwen3.5_27b_dp4_bs256_out500_20260630_132640.json
3,Qwen3.5-27B,DP4,bs256_out500,198.59,1597.27,804.88,1285.61,qwen3.5_27b_dp4_bs256_out500_20260630_180053.json
4,Qwen3.5-27B,DP4,bs256_out500,200.2,1584.43,807.73,1279.8,qwen3.5_27b_dp4_bs256_out500_20260630_223616.json
5,Qwen3.5-27B,DP4,bs256_out500,198.55,1597.57,805.11,1286.22,qwen3.5_27b_dp4_bs256_out500_20260701_031048.json
6,Qwen3.5-27B,DP4,bs256_out500,199.61,1589.07,807.3,1282.87,qwen3.5_27b_dp4_bs256_out500_20260701_074522.json
7,Qwen3.5-27B,DP4,bs256_out500,200.16,1584.69,807.26,1279.26,qwen3.5_27b_dp4_bs256_out500_20260701_121852.json
8,Qwen3.5-27B,DP4,bs256_out500,198.27,1599.81,805.04,1287.91,qwen3.5_27b_dp4_bs256_out500_20260701_165326.json
9,Qwen3.5-27B,DP4,bs256_out500,197.15,1608.91,804.31,1294.06,qwen3.5_27b_dp4_bs256_out500_20260701_212845.json
10,Qwen3.5-27B,DP4,bs256_out500,197.43,1606.65,802.15,1288.78,qwen3.5_27b_dp4_bs256_out500_20260702_020527.json
1,Qwen3.5-27B,PP2,bs256_out500,182.75,1701.01,346.76,589.85,qwen3.5_27b_pp2_bs256_out500_20260630_091239.json
2,Qwen3.5-27B,PP2,bs256_out500,185.44,1722.36,336.53,579.62,qwen3.5_27b_pp2_bs256_out500_20260630_134818.json
3,Qwen3.5-27B,PP2,bs256_out500,184.96,1711.81,343.17,587.45,qwen3.5_27b_pp2_bs256_out500_20260630_182230.json
4,Qwen3.5-27B,PP2,bs256_out500,184.3,1710.94,342.82,586.54,qwen3.5_27b_pp2_bs256_out500_20260630_225752.json
5,Qwen3.5-27B,PP2,bs256_out500,183.17,1708.69,336.26,574.57,qwen3.5_27b_pp2_bs256_out500_20260701_033218.json
6,Qwen3.5-27B,PP2,bs256_out500,184.24,1716.41,341.55,586.23,qwen3.5_27b_pp2_bs256_out500_20260701_080647.json
7,Qwen3.5-27B,PP2,bs256_out500,184.66,1709.16,342.78,585.87,qwen3.5_27b_pp2_bs256_out500_20260701_124030.json
8,Qwen3.5-27B,PP2,bs256_out500,183.94,1712.0,343.36,587.84,qwen3.5_27b_pp2_bs256_out500_20260701_171500.json
9,Qwen3.5-27B,PP2,bs256_out500,184.38,1718.18,341.78,587.24,qwen3.5_27b_pp2_bs256_out500_20260701_215020.json
10,Qwen3.5-27B,PP2,bs256_out500,185.32,1721.88,327.56,564.01,qwen3.5_27b_pp2_bs256_out500_20260702_022659.json
1,Qwen3.5-27B,PP2 × DP2,bs256_out500,93.54,3428.41,345.14,1183.27,qwen3.5_27b_pp2_dp2_bs256_out500_20260630_092624.json
2,Qwen3.5-27B,PP2 × DP2,bs256_out500,92.99,3384.05,355.9,1204.38,qwen3.5_27b_pp2_dp2_bs256_out500_20260630_140158.json
3,Qwen3.5-27B,PP2 × DP2,bs256_out500,92.94,3399.14,346.44,1177.59,qwen3.5_27b_pp2_dp2_bs256_out500_20260630_183616.json
4,Qwen3.5-27B,PP2 × DP2,bs256_out500,93.21,3386.24,341.66,1156.95,qwen3.5_27b_pp2_dp2_bs256_out500_20260630_231137.json
5,Qwen3.5-27B,PP2 × DP2,bs256_out500,92.85,3382.61,349.77,1183.13,qwen3.5_27b_pp2_dp2_bs256_out500_20260701_034607.json
6,Qwen3.5-27B,PP2 × DP2,bs256_out500,93.02,3387.39,348.61,1180.86,qwen3.5_27b_pp2_dp2_bs256_out500_20260701_082029.json
7,Qwen3.5-27B,PP2 × DP2,bs256_out500,93.26,3379.85,343.94,1162.46,qwen3.5_27b_pp2_dp2_bs256_out500_20260701_125410.json
8,Qwen3.5-27B,PP2 × DP2,bs256_out500,94.15,3388.87,346.6,1174.57,qwen3.5_27b_pp2_dp2_bs256_out500_20260701_172847.json
9,Qwen3.5-27B,PP2 × DP2,bs256_out500,93.64,3395.86,351.4,1193.29,qwen3.5_27b_pp2_dp2_bs256_out500_20260701_220404.json
10,Qwen3.5-27B,PP2 × DP2,bs256_out500,94.17,3424.11,343.17,1175.05,qwen3.5_27b_pp2_dp2_bs256_out500_20260702_024038.json
1,Qwen3.5-27B,PP4,bs256_out500,184.69,1701.82,512.02,871.36,qwen3.5_27b_pp4_bs256_out500_20260630_094809.json
2,Qwen3.5-27B,PP4,bs256_out500,185.74,1689.91,518.12,875.58,qwen3.5_27b_pp4_bs256_out500_20260630_142342.json
3,Qwen3.5-27B,PP4,bs256_out500,184.72,1701.51,505.11,859.45,qwen3.5_27b_pp4_bs256_out500_20260630_185752.json
4,Qwen3.5-27B,PP4,bs256_out500,184.68,1701.89,520.91,886.54,qwen3.5_27b_pp4_bs256_out500_20260630_233317.json
5,Qwen3.5-27B,PP4,bs256_out500,185.79,1700.09,517.38,879.6,qwen3.5_27b_pp4_bs256_out500_20260701_040757.json
6,Qwen3.5-27B,PP4,bs256_out500,185.65,1701.34,519.26,883.44,qwen3.5_27b_pp4_bs256_out500_20260701_084205.json
7,Qwen3.5-27B,PP4,bs256_out500,185.25,1698.42,520.17,883.47,qwen3.5_27b_pp4_bs256_out500_20260701_131549.json
8,Qwen3.5-27B,PP4,bs256_out500,185.61,1691.1,507.26,857.82,qwen3.5_27b_pp4_bs256_out500_20260701_175025.json
9,Qwen3.5-27B,PP4,bs256_out500,184.64,1702.4,508.28,865.3,qwen3.5_27b_pp4_bs256_out500_20260701_222543.json
10,Qwen3.5-27B,PP4,bs256_out500,185.33,1697.67,495.56,841.3,qwen3.5_27b_pp4_bs256_out500_20260702_030204.json
1,Qwen3.5-27B,TP2,bs256_out500,109.48,2839.05,294.69,836.64,qwen3.5_27b_tp2_bs256_out500_20260630_110714.json
2,Qwen3.5-27B,TP2,bs256_out500,110.56,2909.82,289.11,841.26,qwen3.5_27b_tp2_bs256_out500_20260630_154350.json
3,Qwen3.5-27B,TP2,bs256_out500,109.06,2850.58,293.76,837.38,qwen3.5_27b_tp2_bs256_out500_20260630_201830.json
4,Qwen3.5-27B,TP2,bs256_out500,108.38,2867.64,293.29,841.05,qwen3.5_27b_tp2_bs256_out500_20260701_005326.json
5,Qwen3.5-27B,TP2,bs256_out500,109.15,2872.63,292.39,839.94,qwen3.5_27b_tp2_bs256_out500_20260701_052756.json
6,Qwen3.5-27B,TP2,bs256_out500,109.5,2915.24,288.98,842.43,qwen3.5_27b_tp2_bs256_out500_20260701_100139.json
7,Qwen3.5-27B,TP2,bs256_out500,109.23,2908.19,290.27,844.16,qwen3.5_27b_tp2_bs256_out500_20260701_143629.json
8,Qwen3.5-27B,TP2,bs256_out500,109.48,2896.45,291.4,844.04,qwen3.5_27b_tp2_bs256_out500_20260701_191123.json
9,Qwen3.5-27B,TP2,bs256_out500,108.39,2861.02,293.08,838.51,qwen3.5_27b_tp2_bs256_out500_20260701_234811.json
10,Qwen3.5-27B,TP2,bs256_out500,108.21,2867.61,293.98,843.01,qwen3.5_27b_tp2_bs256_out500_20260702_042248.json
1,Qwen3.5-27B,TP2 × DP2,bs256_out500,55.63,5668.15,297.82,1688.08,qwen3.5_27b_tp2_dp2_bs256_out500_20260630_111826.json
2,Qwen3.5-27B,TP2 × DP2,bs256_out500,55.35,5695.55,295.06,1680.56,qwen3.5_27b_tp2_dp2_bs256_out500_20260630_155456.json
3,Qwen3.5-27B,TP2 × DP2,bs256_out500,55.17,5710.32,294.13,1679.57,qwen3.5_27b_tp2_dp2_bs256_out500_20260630_202938.json
4,Qwen3.5-27B,TP2 × DP2,bs256_out500,56.08,5596.24,299.81,1677.79,qwen3.5_27b_tp2_dp2_bs256_out500_20260701_010426.json
5,Qwen3.5-27B,TP2 × DP2,bs256_out500,55.74,5714.22,294.27,1681.53,qwen3.5_27b_tp2_dp2_bs256_out500_20260701_053855.json
6,Qwen3.5-27B,TP2 × DP2,bs256_out500,55.48,5727.13,294.71,1687.83,qwen3.5_27b_tp2_dp2_bs256_out500_20260701_101239.json
7,Qwen3.5-27B,TP2 × DP2,bs256_out500,55.55,5678.39,295.09,1675.66,qwen3.5_27b_tp2_dp2_bs256_out500_20260701_144732.json
8,Qwen3.5-27B,TP2 × DP2,bs256_out500,55.67,5691.9,295.65,1682.8,qwen3.5_27b_tp2_dp2_bs256_out500_20260701_192228.json
9,Qwen3.5-27B,TP2 × DP2,bs256_out500,55.65,5714.72,294.69,1684.05,qwen3.5_27b_tp2_dp2_bs256_out500_20260701_235914.json
10,Qwen3.5-27B,TP2 × DP2,bs256_out500,55.68,5691.81,295.43,1681.55,qwen3.5_27b_tp2_dp2_bs256_out500_20260702_043355.json
1,Qwen3.5-27B,TP2 × PP2,bs256_out500,110.05,2877.35,397.58,1143.99,qwen3.5_27b_tp2_pp2_bs256_out500_20260630_113253.json
2,Qwen3.5-27B,TP2 × PP2,bs256_out500,110.82,2880.0,392.22,1129.6,qwen3.5_27b_tp2_pp2_bs256_out500_20260630_160919.json
3,Qwen3.5-27B,TP2 × PP2,bs256_out500,110.57,2895.95,394.92,1143.67,qwen3.5_27b_tp2_pp2_bs256_out500_20260630_204359.json
4,Qwen3.5-27B,TP2 × PP2,bs256_out500,110.62,2868.2,404.04,1158.87,qwen3.5_27b_tp2_pp2_bs256_out500_20260701_011855.json
5,Qwen3.5-27B,TP2 × PP2,bs256_out500,110.21,2865.53,397.13,1137.99,qwen3.5_27b_tp2_pp2_bs256_out500_20260701_055319.json
6,Qwen3.5-27B,TP2 × PP2,bs256_out500,109.73,2865.07,398.05,1140.43,qwen3.5_27b_tp2_pp2_bs256_out500_20260701_102701.json
7,Qwen3.5-27B,TP2 × PP2,bs256_out500,109.78,2870.06,398.74,1144.41,qwen3.5_27b_tp2_pp2_bs256_out500_20260701_150200.json
8,Qwen3.5-27B,TP2 × PP2,bs256_out500,110.42,2894.97,394.96,1143.39,qwen3.5_27b_tp2_pp2_bs256_out500_20260701_193654.json
9,Qwen3.5-27B,TP2 × PP2,bs256_out500,109.69,2894.1,392.34,1135.48,qwen3.5_27b_tp2_pp2_bs256_out500_20260702_001334.json
10,Qwen3.5-27B,TP2 × PP2,bs256_out500,110.61,2864.04,399.19,1143.29,qwen3.5_27b_tp2_pp2_bs256_out500_20260702_044819.json
1,Qwen3.5-27B,TP4,bs256_out500,102.96,3126.14,408.61,1277.38,qwen3.5_27b_tp4_bs256_out500_20260630_114945.json
