run_id,model_name,config,workload,duration,throughput,mj_per_token,gpu_avg_power,source_file
7,Qwen3.5-27B,TP4,bs128_out500,83.77,3813.55,397.86,1517.25,qwen3.5_27b_tp4_bs128_out500_noeager_20260726_091019.json
8,Qwen3.5-27B,TP4,bs128_out500,83.49,3759.63,402.17,1512.0,qwen3.5_27b_tp4_bs128_out500_noeager_20260726_114618.json
9,Qwen3.5-27B,TP4,bs128_out500,84.04,3812.15,398.09,1517.56,qwen3.5_27b_tp4_bs128_out500_noeager_20260726_142133.json
10,Qwen3.5-27B,TP4,bs128_out500,83.13,3749.62,403.28,1512.16,qwen3.5_27b_tp4_bs128_out500_noeager_20260726_165723.json
1,Qwen3.5-27B,PP2,bs256_out2000,565.87,1270.3,420.79,534.53,qwen3.5_27b_pp2_bs256_out2000_noeager_20260725_160655.json
2,Qwen3.5-27B,PP2,bs256_out2000,571.73,1288.46,415.31,535.11,qwen3.5_27b_pp2_bs256_out2000_noeager_20260725_184413.json
3,Qwen3.5-27B,PP2,bs256_out2000,573.24,1286.4,416.67,536.0,qwen3.5_27b_pp2_bs256_out2000_noeager_20260725_212111.json
4,Qwen3.5-27B,PP2,bs256_out2000,574.03,1289.94,417.43,538.46,qwen3.5_27b_pp2_bs256_out2000_noeager_20260725_235632.json
5,Qwen3.5-27B,PP2,bs256_out2000,565.12,1278.43,418.96,535.62,qwen3.5_27b_pp2_bs256_out2000_noeager_20260726_023148.json
6,Qwen3.5-27B,PP2,bs256_out2000,570.89,1276.02,420.23,536.22,qwen3.5_27b_pp2_bs256_out2000_noeager_20260726_050726.json
7,Qwen3.5-27B,PP2,bs256_out2000,569.89,1284.03,418.46,537.31,qwen3.5_27b_pp2_bs256_out2000_noeager_20260726_074321.json
8,Qwen3.5-27B,PP2,bs256_out2000,573.4,1280.76,417.82,535.13,qwen3.5_27b_pp2_bs256_out2000_noeager_20260726_101910.json
9,Qwen3.5-27B,PP2,bs256_out2000,562.27,1261.56,424.19,535.14,qwen3.5_27b_pp2_bs256_out2000_noeager_20260726_125437.json
10,Qwen3.5-27B,PP2,bs256_out2000,576.69,1289.93,417.32,538.32,qwen3.5_27b_pp2_bs256_out2000_noeager_20260726_153012.json
1,Qwen3.5-27B,PP2 × DP2,bs256_out2000,291.13,2547.21,421.06,1072.52,qwen3.5_27b_pp2_dp2_bs256_out2000_noeager_20260725_162204.json
2,Qwen3.5-27B,PP2 × DP2,bs256_out2000,289.83,2557.09,418.49,1070.1,qwen3.5_27b_pp2_dp2_bs256_out2000_noeager_20260725_190043.json
3,Qwen3.5-27B,PP2 × DP2,bs256_out2000,292.03,2551.8,418.76,1068.59,qwen3.5_27b_pp2_dp2_bs256_out2000_noeager_20260725_213621.json
4,Qwen3.5-27B,PP2 × DP2,bs256_out2000,288.42,2511.82,425.06,1067.66,qwen3.5_27b_pp2_dp2_bs256_out2000_noeager_20260726_001144.json
5,Qwen3.5-27B,PP2 × DP2,bs256_out2000,292.26,2543.1,419.61,1067.11,qwen3.5_27b_pp2_dp2_bs256_out2000_noeager_20260726_024700.json
6,Qwen3.5-27B,PP2 × DP2,bs256_out2000,296.17,2542.82,421.99,1073.04,qwen3.5_27b_pp2_dp2_bs256_out2000_noeager_20260726_052241.json
7,Qwen3.5-27B,PP2 × DP2,bs256_out2000,289.09,2565.78,417.47,1071.13,qwen3.5_27b_pp2_dp2_bs256_out2000_noeager_20260726_075833.json
8,Qwen3.5-27B,PP2 × DP2,bs256_out2000,290.92,2540.43,419.85,1066.6,qwen3.5_27b_pp2_dp2_bs256_out2000_noeager_20260726_103423.json
9,Qwen3.5-27B,PP2 × DP2,bs256_out2000,292.05,2568.15,416.73,1070.23,qwen3.5_27b_pp2_dp2_bs256_out2000_noeager_20260726_130952.json
10,Qwen3.5-27B,PP2 × DP2,bs256_out2000,291.43,2570.05,415.8,1068.62,qwen3.5_27b_pp2_dp2_bs256_out2000_noeager_20260726_154521.json
1,Qwen3.5-27B,PP4,bs256_out2000,580.05,1291.96,623.69,805.78,qwen3.5_27b_pp4_bs256_out2000_noeager_20260725_164300.json
2,Qwen3.5-27B,PP4,bs256_out2000,568.06,1270.39,636.66,808.81,qwen3.5_27b_pp4_bs256_out2000_noeager_20260725_192053.json
3,Qwen3.5-27B,PP4,bs256_out2000,578.6,1288.31,625.37,805.67,qwen3.5_27b_pp4_bs256_out2000_noeager_20260725_215638.json
4,Qwen3.5-27B,PP4,bs256_out2000,580.69,1300.04,619.5,805.38,qwen3.5_27b_pp4_bs256_out2000_noeager_20260726_003205.json
5,Qwen3.5-27B,PP4,bs256_out2000,582.33,1302.25,614.61,800.37,qwen3.5_27b_pp4_bs256_out2000_noeager_20260726_030721.json
6,Qwen3.5-27B,PP4,bs256_out2000,581.27,1298.81,623.77,810.16,qwen3.5_27b_pp4_bs256_out2000_noeager_20260726_054307.json
7,Qwen3.5-27B,PP4,bs256_out2000,576.37,1283.26,627.65,805.44,qwen3.5_27b_pp4_bs256_out2000_noeager_20260726_081853.json
8,Qwen3.5-27B,PP4,bs256_out2000,581.37,1289.22,623.79,804.2,qwen3.5_27b_pp4_bs256_out2000_noeager_20260726_105443.json
9,Qwen3.5-27B,PP4,bs256_out2000,572.56,1279.98,626.36,801.72,qwen3.5_27b_pp4_bs256_out2000_noeager_20260726_133003.json
10,Qwen3.5-27B,PP4,bs256_out2000,588.98,1305.72,617.44,806.21,qwen3.5_27b_pp4_bs256_out2000_noeager_20260726_160551.json
1,Qwen3.5-27B,TP2,bs256_out2000,317.98,2315.53,339.02,785.01,qwen3.5_27b_tp2_bs256_out2000_noeager_20260725_170304.json
2,Qwen3.5-27B,TP2,bs256_out2000,318.74,2307.28,341.27,787.42,qwen3.5_27b_tp2_bs256_out2000_noeager_20260725_194040.json
3,Qwen3.5-27B,TP2,bs256_out2000,319.0,2313.81,340.37,787.55,qwen3.5_27b_tp2_bs256_out2000_noeager_20260725_221626.json
4,Qwen3.5-27B,TP2,bs256_out2000,316.39,2281.19,344.54,785.97,qwen3.5_27b_tp2_bs256_out2000_noeager_20260726_005149.json
5,Qwen3.5-27B,TP2,bs256_out2000,324.31,2329.44,339.14,790.01,qwen3.5_27b_tp2_bs256_out2000_noeager_20260726_032718.json
6,Qwen3.5-27B,TP2,bs256_out2000,321.86,2320.47,339.62,788.07,qwen3.5_27b_tp2_bs256_out2000_noeager_20260726_060256.json
7,Qwen3.5-27B,TP2,bs256_out2000,315.55,2287.22,343.78,786.31,qwen3.5_27b_tp2_bs256_out2000_noeager_20260726_083835.json
8,Qwen3.5-27B,TP2,bs256_out2000,325.81,2352.96,336.5,791.77,qwen3.5_27b_tp2_bs256_out2000_noeager_20260726_111439.json
9,Qwen3.5-27B,TP2,bs256_out2000,318.59,2327.91,338.37,787.69,qwen3.5_27b_tp2_bs256_out2000_noeager_20260726_134949.json
10,Qwen3.5-27B,TP2,bs256_out2000,323.39,2349.93,336.42,790.55,qwen3.5_27b_tp2_bs256_out2000_noeager_20260726_162541.json
1,Qwen3.5-27B,TP2 × DP2,bs256_out2000,163.05,4716.28,333.54,1573.08,qwen3.5_27b_tp2_dp2_bs256_out2000_noeager_20260725_171431.json
2,Qwen3.5-27B,TP2 × DP2,bs256_out2000,160.62,4530.44,344.22,1559.45,qwen3.5_27b_tp2_dp2_bs256_out2000_noeager_20260725_195206.json
3,Qwen3.5-27B,TP2 × DP2,bs256_out2000,163.42,4548.11,343.74,1563.37,qwen3.5_27b_tp2_dp2_bs256_out2000_noeager_20260725_222753.json
4,Qwen3.5-27B,TP2 × DP2,bs256_out2000,161.6,4645.25,338.06,1570.37,qwen3.5_27b_tp2_dp2_bs256_out2000_noeager_20260726_010319.json
5,Qwen3.5-27B,TP2 × DP2,bs256_out2000,162.81,4609.06,340.83,1570.9,qwen3.5_27b_tp2_dp2_bs256_out2000_noeager_20260726_033850.json
6,Qwen3.5-27B,TP2 × DP2,bs256_out2000,160.51,4628.56,338.43,1566.43,qwen3.5_27b_tp2_dp2_bs256_out2000_noeager_20260726_061422.json
7,Qwen3.5-27B,TP2 × DP2,bs256_out2000,162.14,4629.12,340.12,1574.44,qwen3.5_27b_tp2_dp2_bs256_out2000_noeager_20260726_085004.json
8,Qwen3.5-27B,TP2 × DP2,bs256_out2000,163.42,4684.53,336.13,1574.62,qwen3.5_27b_tp2_dp2_bs256_out2000_noeager_20260726_112606.json
9,Qwen3.5-27B,TP2 × DP2,bs256_out2000,165.13,4646.26,338.23,1571.5,qwen3.5_27b_tp2_dp2_bs256_out2000_noeager_20260726_140119.json
10,Qwen3.5-27B,TP2 × DP2,bs256_out2000,160.12,4585.56,342.02,1568.34,qwen3.5_27b_tp2_dp2_bs256_out2000_noeager_20260726_163708.json
1,Qwen3.5-27B,TP2 × PP2,bs256_out2000,321.74,2315.43,463.28,1072.7,qwen3.5_27b_tp2_pp2_bs256_out2000_noeager_20260725_172849.json
2,Qwen3.5-27B,TP2 × PP2,bs256_out2000,318.38,2306.1,464.16,1070.41,qwen3.5_27b_tp2_pp2_bs256_out2000_noeager_20260725_200553.json
3,Qwen3.5-27B,TP2 × PP2,bs256_out2000,322.89,2324.49,461.49,1072.72,qwen3.5_27b_tp2_pp2_bs256_out2000_noeager_20260725_224139.json
4,Qwen3.5-27B,TP2 × PP2,bs256_out2000,317.89,2299.6,463.69,1066.31,qwen3.5_27b_tp2_pp2_bs256_out2000_noeager_20260726_011703.json
5,Qwen3.5-27B,TP2 × PP2,bs256_out2000,316.68,2291.58,463.07,1061.17,qwen3.5_27b_tp2_pp2_bs256_out2000_noeager_20260726_035231.json
6,Qwen3.5-27B,TP2 × PP2,bs256_out2000,318.5,2302.66,463.49,1067.25,qwen3.5_27b_tp2_pp2_bs256_out2000_noeager_20260726_062805.json
7,Qwen3.5-27B,TP2 × PP2,bs256_out2000,321.3,2317.68,460.77,1067.92,qwen3.5_27b_tp2_pp2_bs256_out2000_noeager_20260726_090352.json
8,Qwen3.5-27B,TP2 × PP2,bs256_out2000,317.09,2294.03,466.01,1069.05,qwen3.5_27b_tp2_pp2_bs256_out2000_noeager_20260726_113950.json
9,Qwen3.5-27B,TP2 × PP2,bs256_out2000,320.78,2318.36,461.61,1070.19,qwen3.5_27b_tp2_pp2_bs256_out2000_noeager_20260726_141506.json
10,Qwen3.5-27B,TP2 × PP2,bs256_out2000,319.0,2300.22,463.1,1065.24,qwen3.5_27b_tp2_pp2_bs256_out2000_noeager_20260726_165054.json
1,Qwen3.5-27B,TP4,bs256_out2000,184.63,4058.74,389.35,1580.26,qwen3.5_27b_tp4_bs256_out2000_noeager_20260725_174017.json
2,Qwen3.5-27B,TP4,bs256_out2000,181.04,3983.42,394.0,1569.48,qwen3.5_27b_tp4_bs256_out2000_noeager_20260725_201711.json
3,Qwen3.5-27B,TP4,bs256_out2000,184.73,4096.95,387.72,1588.48,qwen3.5_27b_tp4_bs256_out2000_noeager_20260725_225300.json
4,Qwen3.5-27B,TP4,bs256_out2000,184.06,4047.83,390.54,1580.82,qwen3.5_27b_tp4_bs256_out2000_noeager_20260726_012825.json
5,Qwen3.5-27B,TP4,bs256_out2000,186.46,4119.48,386.08,1590.43,qwen3.5_27b_tp4_bs256_out2000_noeager_20260726_040351.json
6,Qwen3.5-27B,TP4,bs256_out2000,184.57,4070.07,389.68,1586.01,qwen3.5_27b_tp4_bs256_out2000_noeager_20260726_063923.json
7,Qwen3.5-27B,TP4,bs256_out2000,184.47,4069.52,389.26,1584.08,qwen3.5_27b_tp4_bs256_out2000_noeager_20260726_091512.json
8,Qwen3.5-27B,TP4,bs256_out2000,185.27,4079.91,389.31,1588.34,qwen3.5_27b_tp4_bs256_out2000_noeager_20260726_115111.json
9,Qwen3.5-27B,TP4,bs256_out2000,184.7,4061.94,388.98,1580.03,qwen3.5_27b_tp4_bs256_out2000_noeager_20260726_142626.json
10,Qwen3.5-27B,TP4,bs256_out2000,181.19,3987.88,393.42,1568.9,qwen3.5_27b_tp4_bs256_out2000_noeager_20260726_170211.json
1,Qwen3.5-27B,PP2,bs256_out500,181.88,1738.3,333.01,578.87,qwen3.5_27b_pp2_bs256_out500_noeager_20260725_161130.json
2,Qwen3.5-27B,PP2,bs256_out500,182.13,1720.24,335.53,577.19,qwen3.5_27b_pp2_bs256_out500_noeager_20260725_184848.json
3,Qwen3.5-27B,PP2,bs256_out500,181.32,1723.49,334.03,575.7,qwen3.5_27b_pp2_bs256_out500_noeager_20260725_212546.json
4,Qwen3.5-27B,PP2,bs256_out500,181.96,1727.95,332.09,573.84,qwen3.5_27b_pp2_bs256_out500_noeager_20260726_000107.json
5,Qwen3.5-27B,PP2,bs256_out500,182.38,1721.29,334.87,576.41,qwen3.5_27b_pp2_bs256_out500_noeager_20260726_023624.json
6,Qwen3.5-27B,PP2,bs256_out500,182.71,1731.57,329.09,569.84,qwen3.5_27b_pp2_bs256_out500_noeager_20260726_051202.json
7,Qwen3.5-27B,PP2,bs256_out500,183.82,1723.04,334.71,576.71,qwen3.5_27b_pp2_bs256_out500_noeager_20260726_074758.json
8,Qwen3.5-27B,PP2,bs256_out500,183.57,1753.3,329.77,578.19,qwen3.5_27b_pp2_bs256_out500_noeager_20260726_102347.json
9,Qwen3.5-27B,PP2,bs256_out500,182.84,1736.62,334.3,580.55,qwen3.5_27b_pp2_bs256_out500_noeager_20260726_125913.json
10,Qwen3.5-27B,PP2,bs256_out500,181.18,1725.75,333.86,576.15,qwen3.5_27b_pp2_bs256_out500_noeager_20260726_153447.json
1,Qwen3.5-27B,PP2 × DP2,bs256_out500,92.55,3418.19,338.65,1157.55,qwen3.5_27b_pp2_dp2_bs256_out500_noeager_20260725_162527.json
2,Qwen3.5-27B,PP2 × DP2,bs256_out500,91.88,3437.29,337.38,1159.67,qwen3.5_27b_pp2_dp2_bs256_out500_noeager_20260725_190403.json
3,Qwen3.5-27B,PP2 × DP2,bs256_out500,92.49,3413.41,336.02,1146.98,qwen3.5_27b_pp2_dp2_bs256_out500_noeager_20260725_213941.json
4,Qwen3.5-27B,PP2 × DP2,bs256_out500,92.0,3475.66,332.1,1154.26,qwen3.5_27b_pp2_dp2_bs256_out500_noeager_20260726_001504.json
5,Qwen3.5-27B,PP2 × DP2,bs256_out500,92.97,3423.85,335.96,1150.28,qwen3.5_27b_pp2_dp2_bs256_out500_noeager_20260726_025020.json
6,Qwen3.5-27B,PP2 × DP2,bs256_out500,90.94,3431.84,336.42,1154.55,qwen3.5_27b_pp2_dp2_bs256_out500_noeager_20260726_052601.json
7,Qwen3.5-27B,PP2 × DP2,bs256_out500,91.91,3438.16,335.12,1152.2,qwen3.5_27b_pp2_dp2_bs256_out500_noeager_20260726_080154.json
8,Qwen3.5-27B,PP2 × DP2,bs256_out500,92.36,3423.84,335.24,1147.81,qwen3.5_27b_pp2_dp2_bs256_out500_noeager_20260726_103742.json
9,Qwen3.5-27B,PP2 × DP2,bs256_out500,92.87,3397.49,338.88,1151.34,qwen3.5_27b_pp2_dp2_bs256_out500_noeager_20260726_131312.json
10,Qwen3.5-27B,PP2 × DP2,bs256_out500,92.92,3376.66,338.05,1141.49,qwen3.5_27b_pp2_dp2_bs256_out500_noeager_20260726_154842.json
1,Qwen3.5-27B,PP4,bs256_out500,180.83,1719.37,482.08,828.87,qwen3.5_27b_pp4_bs256_out500_noeager_20260725_164728.json
2,Qwen3.5-27B,PP4,bs256_out500,181.12,1728.82,491.81,850.25,qwen3.5_27b_pp4_bs256_out500_noeager_20260725_192524.json
3,Qwen3.5-27B,PP4,bs256_out500,182.18,1761.82,476.62,839.72,qwen3.5_27b_pp4_bs256_out500_noeager_20260725_220108.json
4,Qwen3.5-27B,PP4,bs256_out500,182.66,1743.42,482.0,840.33,qwen3.5_27b_pp4_bs256_out500_noeager_20260726_003635.json
5,Qwen3.5-27B,PP4,bs256_out500,180.99,1736.85,481.86,836.91,qwen3.5_27b_pp4_bs256_out500_noeager_20260726_031153.json
6,Qwen3.5-27B,PP4,bs256_out500,181.86,1749.43,480.69,840.94,qwen3.5_27b_pp4_bs256_out500_noeager_20260726_054737.json
7,Qwen3.5-27B,PP4,bs256_out500,181.64,1741.05,480.94,837.35,qwen3.5_27b_pp4_bs256_out500_noeager_20260726_082322.json
8,Qwen3.5-27B,PP4,bs256_out500,182.55,1740.39,486.81,847.23,qwen3.5_27b_pp4_bs256_out500_noeager_20260726_105915.json
9,Qwen3.5-27B,PP4,bs256_out500,181.52,1731.6,488.21,845.38,qwen3.5_27b_pp4_bs256_out500_noeager_20260726_133432.json
10,Qwen3.5-27B,PP4,bs256_out500,180.36,1720.58,489.64,842.47,qwen3.5_27b_pp4_bs256_out500_noeager_20260726_161019.json
1,Qwen3.5-27B,TP2,bs256_out500,103.43,3065.78,278.31,853.25,qwen3.5_27b_tp2_bs256_out500_noeager_20260725_170635.json
2,Qwen3.5-27B,TP2,bs256_out500,102.33,3044.23,279.34,850.38,qwen3.5_27b_tp2_bs256_out500_noeager_20260725_194410.json
3,Qwen3.5-27B,TP2,bs256_out500,102.77,3071.99,276.58,849.66,qwen3.5_27b_tp2_bs256_out500_noeager_20260725_221956.json
4,Qwen3.5-27B,TP2,bs256_out500,103.85,3070.45,278.28,854.43,qwen3.5_27b_tp2_bs256_out500_noeager_20260726_005520.json
5,Qwen3.5-27B,TP2,bs256_out500,104.11,3065.17,278.52,853.71,qwen3.5_27b_tp2_bs256_out500_noeager_20260726_033050.json
6,Qwen3.5-27B,TP2,bs256_out500,102.04,3048.66,278.88,850.2,qwen3.5_27b_tp2_bs256_out500_noeager_20260726_060626.json
7,Qwen3.5-27B,TP2,bs256_out500,103.47,3053.96,279.36,853.15,qwen3.5_27b_tp2_bs256_out500_noeager_20260726_084206.json
8,Qwen3.5-27B,TP2,bs256_out500,103.19,3058.55,279.0,853.34,qwen3.5_27b_tp2_bs256_out500_noeager_20260726_111809.json
9,Qwen3.5-27B,TP2,bs256_out500,103.51,3058.41,279.13,853.71,qwen3.5_27b_tp2_bs256_out500_noeager_20260726_135319.json
10,Qwen3.5-27B,TP2,bs256_out500,103.6,3078.07,277.19,853.22,qwen3.5_27b_tp2_bs256_out500_noeager_20260726_162912.json
1,Qwen3.5-27B,TP2 × DP2,bs256_out500,52.37,6092.94,279.66,1703.98,qwen3.5_27b_tp2_dp2_bs256_out500_noeager_20260725_171725.json
2,Qwen3.5-27B,TP2 × DP2,bs256_out500,52.28,6069.1,279.89,1698.66,qwen3.5_27b_tp2_dp2_bs256_out500_noeager_20260725_195502.json
3,Qwen3.5-27B,TP2 × DP2,bs256_out500,52.43,6064.41,279.94,1697.68,qwen3.5_27b_tp2_dp2_bs256_out500_noeager_20260725_223047.json
4,Qwen3.5-27B,TP2 × DP2,bs256_out500,52.31,5998.35,282.8,1696.36,qwen3.5_27b_tp2_dp2_bs256_out500_noeager_20260726_010614.json
5,Qwen3.5-27B,TP2 × DP2,bs256_out500,52.36,6055.4,280.88,1700.87,qwen3.5_27b_tp2_dp2_bs256_out500_noeager_20260726_034145.json
6,Qwen3.5-27B,TP2 × DP2,bs256_out500,52.08,6016.55,282.15,1697.55,qwen3.5_27b_tp2_dp2_bs256_out500_noeager_20260726_061715.json
7,Qwen3.5-27B,TP2 × DP2,bs256_out500,52.48,6104.8,279.51,1706.33,qwen3.5_27b_tp2_dp2_bs256_out500_noeager_20260726_085300.json
8,Qwen3.5-27B,TP2 × DP2,bs256_out500,52.81,6046.32,281.32,1700.94,qwen3.5_27b_tp2_dp2_bs256_out500_noeager_20260726_112901.json
9,Qwen3.5-27B,TP2 × DP2,bs256_out500,52.54,6034.94,282.25,1703.33,qwen3.5_27b_tp2_dp2_bs256_out500_noeager_20260726_140414.json
10,Qwen3.5-27B,TP2 × DP2,bs256_out500,52.32,6086.5,279.27,1699.77,qwen3.5_27b_tp2_dp2_bs256_out500_noeager_20260726_164002.json
1,Qwen3.5-27B,TP2 × PP2,bs256_out500,104.17,3034.14,375.56,1139.51,qwen3.5_27b_tp2_pp2_bs256_out500_noeager_20260725_173205.json
2,Qwen3.5-27B,TP2 × PP2,bs256_out500,104.52,3057.29,379.06,1158.88,qwen3.5_27b_tp2_pp2_bs256_out500_noeager_20260725_200910.json
3,Qwen3.5-27B,TP2 × PP2,bs256_out500,103.81,3061.06,369.87,1132.18,qwen3.5_27b_tp2_pp2_bs256_out500_noeager_20260725_224457.json
4,Qwen3.5-27B,TP2 × PP2,bs256_out500,104.32,3052.19,370.57,1131.05,qwen3.5_27b_tp2_pp2_bs256_out500_noeager_20260726_012021.json
5,Qwen3.5-27B,TP2 × PP2,bs256_out500,102.96,3053.41,368.06,1123.83,qwen3.5_27b_tp2_pp2_bs256_out500_noeager_20260726_035546.json
6,Qwen3.5-27B,TP2 × PP2,bs256_out500,103.31,3048.26,373.88,1139.7,qwen3.5_27b_tp2_pp2_bs256_out500_noeager_20260726_063120.json
7,Qwen3.5-27B,TP2 × PP2,bs256_out500,103.64,3057.81,370.63,1133.32,qwen3.5_27b_tp2_pp2_bs256_out500_noeager_20260726_090708.json
8,Qwen3.5-27B,TP2 × PP2,bs256_out500,104.22,3045.0,373.41,1137.02,qwen3.5_27b_tp2_pp2_bs256_out500_noeager_20260726_114307.json
9,Qwen3.5-27B,TP2 × PP2,bs256_out500,103.29,3060.26,369.45,1130.62,qwen3.5_27b_tp2_pp2_bs256_out500_noeager_20260726_141822.json
10,Qwen3.5-27B,TP2 × PP2,bs256_out500,104.74,3071.92,367.2,1128.02,qwen3.5_27b_tp2_pp2_bs256_out500_noeager_20260726_165412.json
1,Qwen3.5-27B,TP4,bs256_out500,58.3,5401.66,317.97,1717.54,qwen3.5_27b_tp4_bs256_out500_noeager_20260725_174304.json
2,Qwen3.5-27B,TP4,bs256_out500,58.21,5440.29,315.84,1718.27,qwen3.5_27b_tp4_bs256_out500_noeager_20260725_201956.json
3,Qwen3.5-27B,TP4,bs256_out500,58.09,5423.95,316.09,1714.48,qwen3.5_27b_tp4_bs256_out500_noeager_20260725_225546.json
4,Qwen3.5-27B,TP4,bs256_out500,57.96,5390.49,317.62,1712.12,qwen3.5_27b_tp4_bs256_out500_noeager_20260726_013110.json
5,Qwen3.5-27B,TP4,bs256_out500,57.93,5396.52,318.56,1719.11,qwen3.5_27b_tp4_bs256_out500_noeager_20260726_040637.json
6,Qwen3.5-27B,TP4,bs256_out500,58.47,5451.88,315.91,1722.31,qwen3.5_27b_tp4_bs256_out500_noeager_20260726_064210.json
7,Qwen3.5-27B,TP4,bs256_out500,58.9,5450.73,315.4,1719.19,qwen3.5_27b_tp4_bs256_out500_noeager_20260726_091800.json
8,Qwen3.5-27B,TP4,bs256_out500,58.57,5404.71,318.82,1723.12,qwen3.5_27b_tp4_bs256_out500_noeager_20260726_115356.json
9,Qwen3.5-27B,TP4,bs256_out500,58.06,5389.93,319.07,1719.77,qwen3.5_27b_tp4_bs256_out500_noeager_20260726_142911.json
10,Qwen3.5-27B,TP4,bs256_out500,58.31,5456.79,315.23,1720.12,qwen3.5_27b_tp4_bs256_out500_noeager_20260726_170457.json
